device_type,age,usage_hours,repairs,battery_health,performance_score,environment,manufacturer,price,last_update
smartphone,4.347849635644274,4.993468454552562,0.973238184073537,37.12624696459458,6.919567762460957,moderate,Sony,489.38197536290227,15
tablet,4.15090371245298,5.208312886368345,0.11402121510850094,24.10940896159262,7.373376382604167,optimal,Dell,219.67861310079323,21
refrigerator,6.856667668621192,24.0,0.1993461635025576,14.1734733328943,8.271034080347683,harsh,Apple,113.19761807805263,30
tablet,6.378186984010215,7.911641670080192,1.115756082560911,86.61052613718692,10.0,moderate,LG,663.7004386435368,13
refrigerator,8.333960034924207,10.650981243253831,0.12320130589967322,58.909244287100734,3.8819864404701443,optimal,Dell,311.37212759980775,43
smartphone,9.904778994011979,1.3354378100179585,0.0,62.09683798712791,2.910185324829313,optimal,Sony,191.26905642759206,54
laptop,3.9257633871707855,8.088312540393018,0.054687929421764175,36.83755303211117,9.905165457529337,moderate,Samsung,377.76306992183896,25
TV,8.583553613291343,6.765768710083203,0.16944910948080585,84.93422089681357,4.088284121626163,harsh,Dell,556.2696485061433,55
smartphone,2.760581496920512,1.1671132185018471,0.0,31.67830597834954,3.7815303913114082,optimal,Samsung,323.4714742918452,45
TV,12.0,2.7978332465781977,0.1311469055029658,31.922075591779336,6.404309904876855,moderate,Samsung,296.8559096663596,19
laptop,3.641087840585014,4.429732895634951,0.0,81.25772883367151,4.697672223854608,optimal,LG,512.2095134304523,14
laptop,8.071891709270279,7.142309854644212,0.04466746516223238,34.21302773666438,5.696731049256241,moderate,Sony,1124.7594909813895,47
smartphone,2.738278983766003,7.61733004636627,1.0692788257699462,23.203127913251205,2.2755418606183975,optimal,Dell,208.84899390237547,28
laptop,5.543727341559604,1.5205575433329357,0.0,50.693578614155925,2.9846289405140407,harsh,Samsung,1130.0011533010104,49
refrigerator,10.63719942646055,4.548546101763762,0.09345520543324128,28.51416391807287,10.0,optimal,Sony,327.3373104044814,35
laptop,3.5468875440417817,7.261791717398989,0.0,54.69671773658448,1.9184306200942625,moderate,Sony,465.6459465270985,33
TV,12.0,8.376709440764774,0.15626121674063478,42.6974383681558,6.885209612421562,moderate,Sony,952.6597658444042,24
TV,5.984173208672863,2.393283683366044,0.0,21.37463049695335,8.746094727808122,moderate,Sony,337.2775554474819,13
TV,8.927137613947997,12.892757774097873,2.0863617511774137,70.8113874133007,7.379081906188601,moderate,Sony,174.6241769950849,4
TV,7.2088337205108095,24.0,0.0,84.21306519340861,9.986429574556887,harsh,Sony,218.63884797307355,0
refrigerator,7.371120196789101,7.451087438127265,0.011645016406043221,62.46743728645552,9.710201058890517,moderate,Apple,319.5043576379864,60
tablet,1.7216588485706863,5.77231574863739,0.0,9.669905875275727,3.7735338774625777,moderate,Apple,399.782022063494,34
smartphone,4.581441621065862,6.8531222465993435,1.0968323219700933,46.77144446494387,3.048757656498587,moderate,Sony,600.3424478176473,43
TV,9.587929387451112,8.67114458723742,0.9188296342143978,72.20813437913736,4.573479208989018,optimal,Apple,617.8835252236024,28
laptop,4.967036394690009,5.883474568663604,0.0,50.09670519711821,1.9641649638880458,harsh,Dell,371.89688106736963,30
TV,6.4164962481534396,16.061675374217888,0.2032313270384946,17.353073091852952,8.745672419859735,moderate,LG,435.134755217238,49
laptop,1.3577336148925463,10.599852462644757,0.0,44.565351166685495,10.0,moderate,Apple,559.8085111148442,24
laptop,4.387269176997767,7.901248564368294,0.0,63.50280729492353,4.838136272947497,moderate,Apple,587.5714877499279,16
TV,9.369117892894396,5.787364184670532,0.0,84.96165559002218,2.7468050380499998,moderate,Samsung,324.3803230025391,60
refrigerator,2.1521117042191795,2.766895764799426,0.0,24.266789375554048,8.49234617408511,moderate,LG,730.0307259366724,54
laptop,8.151237110988493,9.737092921982862,1.2588538997894028,13.258346784797094,3.5066844887984,optimal,Sony,538.0566262168599,48
laptop,6.533334415754957,11.054438541507373,0.0,15.259128100521151,10.0,harsh,Sony,776.7410560387914,5
TV,5.292133541930465,4.100973716710745,0.0,64.16466253887792,1.346678654000283,optimal,Sony,165.14692629517492,47
laptop,5.160226373033979,15.763911199624543,0.9809462552403972,12.823427655243618,4.631770605720293,moderate,Dell,370.8872530270945,26
laptop,4.526910905766037,6.740886021646905,1.030992646958284,35.85739194991947,9.48147324859404,harsh,Samsung,435.63929051296225,12
TV,4.794087083829112,11.197342284759799,1.0547166915947612,15.80982529310202,4.7566399181693315,optimal,LG,471.35397719411196,20
TV,8.789220674433473,9.130775547761168,0.0,60.690088307403784,8.079684032306663,optimal,Apple,144.46021605772052,59
smartphone,4.703868557265677,3.2168128012796444,2.068362126001262,9.491815668461786,5.637082219691306,moderate,Samsung,225.64844031232852,9
refrigerator,11.422770966576921,22.343528997814335,0.08147433348010422,12.622756354770853,5.880780385754059,harsh,Apple,241.69003502325447,43
refrigerator,6.898597509129636,6.651948448846514,0.0,52.59830459792587,10.0,harsh,Dell,891.7743753368152,39
laptop,4.271214212915183,4.938746644559046,0.0,77.32113952059791,3.8457786593344716,optimal,Samsung,429.3267639332261,33
refrigerator,8.920097857456843,9.29689853071051,0.19530420973691612,68.58012785639256,2.496448331635023,moderate,Samsung,186.57189479929332,45
laptop,7.87168782922973,20.043219576930348,0.23766191552017496,34.68085071066043,6.323964417357029,moderate,Apple,267.08389868741335,14
smartphone,1.0374706793170239,2.6140708033334255,0.0,78.38393476358532,3.3208376082436226,optimal,Samsung,209.144700005024,22
TV,2.896585928947387,11.529676216279254,0.0,40.86154197786131,8.718220021619395,moderate,LG,712.6016503091045,31
TV,5.653739096392763,5.566442305922126,0.9739822606349896,20.552617657757875,7.861309714095217,moderate,Apple,527.7009370396578,21
TV,1.2491761967394073,12.660570889822566,0.0,83.87760087575005,3.112351549081852,optimal,Sony,381.9955463777755,41
refrigerator,12.0,12.088999970835797,0.0,71.15566061635069,5.844288613709433,optimal,Dell,280.6473422395024,52
smartphone,8.466696546118024,1.6890971124392955,0.0,35.73982567151146,5.924403156281369,optimal,Apple,348.4627996678565,47
refrigerator,5.9600014588906145,5.315931994647191,0.013779778982782594,57.49011531628578,4.576763290893624,harsh,Sony,458.97271834526276,29
refrigerator,4.97188033916021,3.358591807727138,0.0,6.542317688373204,7.551898151630545,moderate,Apple,528.7159224088809,49
smartphone,4.201009036923003,14.20223693701391,0.6806509279580442,68.31222002540714,2.5466322860790993,harsh,Dell,1676.7683016940414,26
smartphone,0.10790352608727094,9.57265917967662,0.023971397378706582,42.299813494323274,6.950958036931355,moderate,Sony,703.6788278255677,30
smartphone,0.8013790450631113,15.110992977366529,0.0,96.94142588402947,9.928365477071736,harsh,Apple,374.679785736846,3
smartphone,11.703362193802821,12.135500702335984,0.0,67.42803090949322,1.7688723259162407,optimal,Apple,186.7826200332763,39
TV,10.720798917697756,4.272307673342727,0.0,69.86080886692842,2.232862724075239,optimal,LG,484.109826316409,33
tablet,4.272666735227879,4.051368035528075,0.15230333841108823,65.42199430853184,2.1532850310474423,moderate,Dell,521.2290211640398,24
tablet,8.723997468547372,8.67890125182305,0.10819552383172454,56.68424910300937,6.624156012720763,optimal,LG,336.8108160042981,45
smartphone,7.519262324991093,24.0,1.2505615485877424,57.82151417522852,7.847793260919689,moderate,LG,679.8564704586473,19
tablet,7.872863869946526,5.922702870516917,0.0,76.82308786750208,4.756706810722204,moderate,Sony,400.2057792285331,23
tablet,1.7244667064978838,8.723125344560712,1.0609745976920275,49.045497609974085,10.0,optimal,Dell,318.19926894609654,22
smartphone,0.5754662324095197,11.691033489916025,0.0,55.3179013446193,10.0,moderate,Dell,1051.3611137879805,44
tablet,9.547783077209667,6.739112817981353,0.04510308004290852,78.39059178497205,8.41451587349439,harsh,LG,378.5116081683217,5
refrigerator,0.062105090889509995,24.0,0.0,26.680287693274586,3.1634635841074537,moderate,Samsung,573.5419698559076,12
laptop,5.555419375852455,5.179667652911775,0.08097274914695,60.790158697074084,9.373946981802677,moderate,Sony,286.2127352192119,56
laptop,4.896893021346639,2.503834179794149,1.0853200276009345,61.11311636633317,7.044521227494003,moderate,LG,294.04792830611217,4
smartphone,4.619547114970774,11.961724121637147,1.129258388332711,83.72869765568147,6.700702655736782,harsh,Dell,274.3136679102851,0
TV,6.94335246687197,3.3134070577881434,0.0,51.654552396709576,3.499552628110406,harsh,LG,852.3121690058401,32
smartphone,3.9672227106646454,5.41297336162947,0.0,75.74547129940494,6.931520952549296,optimal,Apple,151.04373596369993,7
TV,7.187206387395143,8.386070313461477,1.727079908457189,25.161104833729766,4.208900404064167,optimal,Dell,1516.998996867276,41
laptop,6.423466244073585,5.79568922535536,0.05556472830797805,82.01649657545106,6.4902653592086965,optimal,LG,243.75598938766743,58
smartphone,12.0,7.740673234782891,0.0,61.91786989773247,5.2297556126666,harsh,Sony,203.3866209548088,56
refrigerator,1.8437718245456116,7.354831321638368,0.0,20.486748060543317,3.06182076105244,moderate,LG,225.87850125151354,8
tablet,6.08780695171448,22.88382911944197,2.275031176281977,27.571298489701096,5.853316958715692,moderate,Samsung,596.7733992396405,16
TV,7.29403529963329,9.942326702842971,0.0,55.14202152391941,2.2399620560927755,moderate,LG,407.02695409322786,30
tablet,5.2307923334031114,6.4197737743908645,1.0548882277192686,42.90297719222684,8.98771972094339,moderate,Sony,302.8930092460755,30
tablet,1.9887746763364849,4.382472104222195,0.8005118876198297,4.532174828809836,4.43116986446364,optimal,Dell,236.37945958498167,5
smartphone,9.771308341965582,4.529564982766966,0.0,36.74622344484623,9.404652922507744,moderate,Samsung,471.8224480149248,43
tablet,7.010802990432156,0.8809341293194355,1.0332789426713929,7.892547485135749,2.499161562989777,moderate,LG,308.52101572395367,9
refrigerator,2.199309861220218,17.55234032918759,0.0,36.51478479420843,7.989269167870801,moderate,LG,179.0356036620452,5
tablet,7.31600388767478,6.181895614693484,2.0162074931846363,66.27394818590325,7.616242698235534,harsh,Samsung,359.6531989118275,14
smartphone,11.10469821015857,10.580008501393914,0.0,46.59152193682152,6.431835495140924,optimal,Samsung,265.13369990966066,0
refrigerator,5.89105219975224,7.057752375837276,0.06215077615868235,22.496323398878882,5.255252195805922,moderate,Dell,642.604022850644,23
laptop,5.993361991588314,9.045657121714369,0.0,78.55847552837807,9.82508708435818,moderate,Samsung,356.0885601301022,50
tablet,10.704015093129957,2.6956708692660913,1.0217762503905814,58.742946306386635,3.886417754544619,harsh,Apple,481.49924336313455,7
smartphone,3.08884805474624,12.68036594596469,0.0,61.59957435923158,9.072915808780762,optimal,Dell,410.99500324039724,18
laptop,11.182656127862046,1.6109156642652571,1.0324826930026179,80.37803920187808,3.6887195733260456,moderate,Dell,272.2465105369461,29
laptop,8.918733211104712,5.856867732769956,1.094504588691497,32.934158516369685,6.628228567774946,moderate,LG,437.13742430903375,43
TV,3.227343108059954,9.315139943734104,4.112597006141152,56.70853616826802,2.991579668969387,moderate,Sony,197.8838688786221,33
refrigerator,3.9951930004676544,9.864397080904766,0.11846893527128449,46.10822323324737,8.907978496205242,moderate,Apple,828.4544637546389,43
tablet,4.425561498953131,4.672635209089978,0.9545140169942838,43.66014908504834,8.68105697644251,moderate,Sony,262.8194425681198,28
smartphone,0.49930735803873016,1.4791129593760415,0.0,71.17466246148915,6.052709706983026,moderate,Dell,806.4386215965882,1
TV,6.781415247212642,9.991335271709332,1.0730484120393438,33.913258084278944,2.1599337892886536,moderate,Apple,743.0118420004294,45
refrigerator,3.36315899025644,4.674459431718688,0.9352118254214687,55.48020367077187,6.114792733632503,moderate,LG,217.09450204413426,19
TV,6.889653964293917,9.770093108943389,0.0,32.296167465646384,4.8421939077227085,optimal,Sony,370.6277172430661,7
refrigerator,2.12717024902435,6.860582289141208,0.0,49.565296162767865,9.065569850444481,optimal,LG,397.1209339895846,14
refrigerator,8.769039710683497,1.7637049331251853,0.006073498927554789,61.51269567025911,9.34534871837722,moderate,Apple,458.6975607939016,21
tablet,8.212877790391508,11.723853598239918,0.013152940552004147,67.98593106218141,5.608277082721388,moderate,Samsung,205.90574805728534,1
refrigerator,3.8823629578193546,2.7155884616201593,0.07699936713659976,41.77776385770026,8.637727970521121,harsh,Apple,268.39589316716877,22
TV,7.078947473646347,4.013971537856525,0.0,3.9268705490788087,3.7551984923494155,moderate,Apple,798.0548128127056,16
refrigerator,6.24876167792874,16.63136640995239,0.8971575288441272,77.85799359408315,1.9742782673870003,moderate,LG,149.3006793678684,12
tablet,10.446898458458735,6.841381720994439,0.0,52.09983203179681,4.6347024718987315,moderate,LG,279.20805564097043,9
tablet,2.902563096315383,4.71770494119131,2.058561972662082,51.32030189644767,4.266030318247028,moderate,Sony,237.79326567445915,41
TV,5.54310606451756,24.0,3.8243829309936097,21.716910155883994,6.480202260759789,moderate,Samsung,397.2700290640791,28
laptop,4.077949089876681,2.484947439575909,0.037935104088913284,56.28459734654155,10.0,moderate,Apple,384.2437405971808,16
laptop,6.1344545913005035,14.809005616355913,1.0648121929158918,54.12930873660242,2.644122373191361,moderate,Samsung,668.6724569801419,10
refrigerator,7.59982080835078,7.6283009886145425,0.0,71.18971238051338,7.412339093658991,harsh,Samsung,897.5122520390307,31
smartphone,4.044577865778873,1.0519737516983978,0.30531394780082927,24.44663435118629,3.9570221273652875,optimal,Dell,418.16020385901146,44
refrigerator,4.907681335832363,5.5115289928622735,0.0,11.193839685414467,2.0218069403408494,optimal,Samsung,589.6061686286744,4
TV,8.898122394172088,21.50282849797203,1.0040737559424053,56.69788394400327,9.978326304136846,moderate,Samsung,74.92923827380517,59
TV,10.071973985779328,14.00219736220488,0.0,84.29842648533801,5.829571749157656,moderate,LG,398.94237964073164,40
TV,7.480548105608635,2.765756667265726,1.0209439431131688,9.805716018889342,4.74827994224689,harsh,Samsung,275.324800285838,5
TV,5.586110703770523,8.3346856010505,0.9958388309147246,21.536992968642856,4.170465420779414,moderate,Dell,294.5935333670784,8
TV,5.300709236888552,6.380557682614423,0.014284742219512904,81.36977434448556,9.772482915227132,optimal,Apple,202.06863426134942,23
tablet,7.64437898618187,6.194768889394254,0.18410849102220364,75.40038572267102,2.057979403636004,optimal,Samsung,289.4709082925385,5
laptop,6.6833010042146155,4.385549460430881,0.0,20.20922905395459,1.4171822897366537,moderate,Sony,429.3694073431674,0
TV,1.0530724863260907,7.629816589711811,0.0,48.446432617169485,3.1718887295047296,moderate,Sony,366.134814599661,27
smartphone,7.717155696923708,3.796754188475064,1.978030273835584,44.165003113131306,5.3934279734917405,moderate,Samsung,271.44550826281676,44
smartphone,3.4182906317323134,13.214316183968553,0.0305527113825065,43.949690065630946,4.703208754003195,moderate,Apple,776.3281329610458,32
smartphone,1.7491907745730435,6.163989417866177,0.0,45.53212718583085,7.295682039564639,optimal,Sony,660.8223777310167,40
smartphone,0.9949653356738226,13.986145191676664,0.011945986047197418,42.81973790075479,2.0039793775425827,moderate,Sony,542.8574549084408,56
tablet,5.351686886450042,4.203592147599223,0.026546724546268313,81.22658957344719,10.0,moderate,LG,329.62851242920044,18
smartphone,2.950426913452193,4.16482317700681,1.0771708587692694,70.64054101371703,8.82246336880291,harsh,Sony,340.3926405709426,32
TV,0.0,6.491600408894003,0.8235106172307963,45.06927106931748,1.974456668171634,moderate,Sony,181.94982692855882,57
refrigerator,4.924633479489568,3.6835151605512446,1.0624805971517994,43.3546625183282,1.7697713554608279,moderate,Samsung,519.5025219198108,34
smartphone,4.528287495342402,6.0709325123824645,0.0,42.52977001050278,2.956388974734823,harsh,Samsung,437.14482797922295,5
tablet,5.55029665602486,3.8583981227605575,0.9475862835330187,41.251744019938656,2.849489643724615,optimal,Apple,451.51655424013677,39
tablet,4.113306137872868,8.87003188398239,0.11023429175807409,53.42199402811957,3.2432889747747344,optimal,Apple,608.6131624415767,34
smartphone,11.487988990581835,3.1312260211411393,0.0,31.04185879993277,6.585704928363539,moderate,Sony,581.8685698505565,56
refrigerator,7.552011884050922,12.202805924306759,0.050025240985883644,67.45931112507792,3.7848509609435963,moderate,Apple,477.4409115920879,59
smartphone,4.501160029135568,7.055250989004106,0.0,18.007462795214735,10.0,moderate,Apple,203.61590385473954,60
tablet,5.809119487657912,5.46006963147606,0.0,40.813794472843995,5.551540772690877,harsh,Dell,529.1360718901756,59
laptop,10.243928002486044,2.3683243826927027,0.0,55.90795768161857,7.7703657167679205,harsh,LG,429.08987618747886,19
TV,8.869868435206474,2.0633076307552187,0.7964531535903335,72.24775532697761,3.399378013028835,harsh,LG,295.926339199224,7
tablet,1.8113645568749028,20.65031740324091,0.0,50.19036654650324,4.891445919105136,moderate,Dell,589.439127953833,52
smartphone,3.0771283175201116,9.617662114192486,0.0,28.141801660600528,7.032312807362575,moderate,Dell,667.6126779976637,46
TV,3.654459377929979,9.272339722312257,0.9809197858272444,10.361446317892321,9.95581829865376,moderate,Apple,333.50369543345323,50
smartphone,4.680900147192574,3.950721318962464,0.11348088124220874,46.95955493997635,5.825312981673295,optimal,Sony,1487.7847932233283,42
smartphone,4.2137303913718736,10.49174437366393,0.060308786514416284,45.0708605987123,4.6707468016480815,moderate,Dell,312.14533098063686,19
laptop,6.102027764583233,6.488671201215447,1.0842770179077184,62.153136527133675,7.209312216779641,moderate,Apple,451.21793666369877,12
TV,8.207163933056663,5.306840603967868,0.0,64.4679197355264,2.8254476610594073,moderate,Samsung,197.10576805013105,6
TV,8.707980868147457,2.4271883111262107,0.04033718515828605,44.26901497591275,2.919939033282658,moderate,LG,431.910555235316,42
laptop,5.019607971302128,8.829687865983528,0.7453555022804471,69.74005198542682,1.7422023198062864,harsh,Dell,365.6085415813947,15
tablet,1.095919443736812,22.003623561854308,1.0973276466832722,60.98310273218377,2.2368767674730576,optimal,Dell,413.6903055577237,32
smartphone,2.8787701743847753,16.528371912752995,0.0,49.388252803887504,10.0,moderate,Dell,414.99972872795115,57
refrigerator,4.44067563110991,12.714965466151707,0.0,33.76070206077546,9.815899073368666,moderate,LG,728.7705554224686,25
smartphone,2.264896622245927,2.5855651104460606,1.0683637542276196,27.340829013576617,10.0,optimal,Dell,614.3914376876879,55
smartphone,9.422576960104841,2.5084612581420536,0.09578436389278285,66.67885199153865,3.6747708129518517,moderate,Apple,393.1619870513909,20
tablet,2.4613768242578162,11.018077645613465,1.001852098207403,52.93861963472647,7.9308594153967045,moderate,LG,269.2742788737611,10
smartphone,7.85118913420561,7.538645620041038,0.0,71.96697854884108,9.687119151681364,moderate,LG,279.45484296475917,46
laptop,0.9543589349323858,5.316678364297961,0.12212498681854474,23.949550306986087,6.299189499093737,harsh,Sony,372.1622216465064,43
laptop,7.971603303888161,4.492204092168627,2.2324121511839325,51.16444202460663,2.161686412547907,moderate,Dell,217.2537406564789,5
TV,5.582193879997242,0.801122270816427,0.009421972130036668,34.645378630257575,8.826218165920146,optimal,Apple,314.02008448544836,22
refrigerator,10.537592106907653,10.39467980446948,0.0,52.1654967140056,2.572149131318418,moderate,Dell,497.7984138222237,24
smartphone,2.60531218036101,7.304479815115414,0.0,14.201634730602235,7.869764255233039,moderate,Apple,348.20607165430766,46
smartphone,4.3076555981652165,3.6193652695275302,0.08441991089847858,88.17579705400371,5.5685596349300726,optimal,Samsung,203.39981761166783,51
tablet,4.888702195768682,19.389834340697767,0.30948165508476605,14.403678675533847,6.356023709801853,moderate,Dell,221.59659408524334,53
laptop,5.542499789549064,2.6828112491262464,1.0766703562998474,71.84355374580734,5.363885899398879,moderate,LG,473.83202015323286,59
refrigerator,4.962057507292528,2.4462915068668676,1.2239015158546553,45.05826837376091,6.8973461901588315,optimal,Sony,416.4199266650799,15
TV,5.019964302273039,5.74269616525449,1.2199854011724183,87.275825674347,5.641173234533472,moderate,Dell,695.2241883573402,25
laptop,4.970812369843011,9.14297499050603,0.0820474242217763,35.84068748895895,4.816638071253588,optimal,LG,157.49479592095753,52
TV,0.0,16.200214239790192,0.030268797677699178,0.0,7.12170635200137,optimal,LG,789.5229961939712,25
tablet,8.980003504823305,8.140226714216436,1.941478653983792,67.96781670274513,5.768051927681096,moderate,Sony,561.4589255827013,4
tablet,12.0,11.792017721983779,0.14634253187515797,42.731838257791296,3.118797498267914,optimal,Samsung,266.5891164972393,10
smartphone,6.894813313802964,12.77827270698731,0.0,72.8450157590071,7.7252845531352525,moderate,Samsung,647.8931414036706,11
refrigerator,2.5927474564251183,13.591566524029027,0.11357498908775622,77.80005314615417,6.542688635563538,optimal,LG,414.48566833840647,60
TV,2.8963841074551384,8.152855825220325,1.1040651546973275,43.964076914239506,9.839455525309187,optimal,Samsung,279.45323797620546,19
laptop,7.839522005674704,8.145240403181107,0.0,64.91763869195964,1.9532454538522552,moderate,Dell,300.1028614261015,4
tablet,7.15640842754473,4.215855549695392,0.9498949293420197,59.62987548091027,2.2000619375666775,optimal,Apple,988.5871741165731,49
smartphone,5.147129668339985,6.282665754058406,1.0460510460244663,92.87625439748639,6.663029665917562,moderate,Samsung,433.8156814690585,23
smartphone,8.260213112637556,4.848204148452809,1.2785999395891563,41.84451879475937,6.502907541199672,optimal,Apple,195.87666523082328,49
TV,0.0,9.171780762313366,0.0344583167222218,18.779312849757623,4.733363787520608,optimal,Apple,418.77858180066545,9
tablet,8.262186381693372,15.145635687478567,1.1805558757426096,37.621314363605116,9.820888223491478,optimal,LG,1054.4590879454847,60
refrigerator,6.713283493784679,4.850402415186861,1.936317063282404,70.02575448782522,6.918340760053957,harsh,Samsung,322.0050534870393,58
tablet,3.012156027650303,11.205721794614838,0.0,57.665440168083066,4.023237329056559,moderate,Apple,424.5794494202156,8
TV,1.7000282148579462,2.348431314013008,0.0,40.641789776987466,6.87793505629882,harsh,Samsung,449.28162550144094,12
TV,6.363981848236882,11.810629323449502,2.2224394417922317,73.57998237172657,2.9124134907077766,harsh,LG,638.3545221683579,23
tablet,10.22171441030329,3.2329598152591257,0.0,57.556093786472886,8.061996205732942,moderate,Dell,434.9872314449822,60
TV,5.315720304008897,22.845002592529575,0.8390147244720237,42.52029479450488,6.976305156707682,harsh,LG,550.6460155313723,18
tablet,3.441944951301481,10.591261806468054,1.062181610585389,76.34067570172138,10.0,optimal,Apple,823.9088917278472,54
laptop,6.573864780408758,12.151842864229517,0.05095842531747113,30.65747300771674,9.920067180419737,optimal,LG,308.46095887975684,21
tablet,11.462615430370422,14.479505867653994,0.0,15.512564607635774,3.634630809082944,moderate,Samsung,689.7891637606552,1
tablet,7.293899439191149,5.039680901356963,1.2058033127894647,38.12966604163703,6.4358990317503375,optimal,Dell,729.7157716162233,51
TV,7.618205964628224,6.583900246704934,0.7632088897613405,33.499414487368924,6.235478896121337,harsh,Dell,231.4525746680354,0
TV,9.668395907911668,4.5459760365386295,0.02050641398319183,82.98449245972414,4.949714963130634,moderate,Dell,277.5147985924399,2
smartphone,7.417672198151467,4.520830158632934,0.13196719213769112,70.28397825128724,9.412130764631216,harsh,Dell,1123.3494170329218,59
smartphone,3.6570908785195373,1.3095418335765037,0.003650167839948681,71.03339210307914,6.884193436227055,optimal,Dell,435.95576697384365,51
laptop,0.7663051443058917,8.006813445617789,0.0,22.63118599828001,8.980764995443863,moderate,Sony,410.93158426377954,60
smartphone,3.235040640665213,7.12894222269473,0.12413534151740988,38.43047941672554,2.707061344506322,optimal,LG,307.0344520124636,46
tablet,2.6858210847069754,1.0525208126468169,0.0,22.879229074974567,8.35679029531467,moderate,Samsung,356.4748714462615,56
TV,7.977924358533983,10.41141136898495,0.0,30.87674684572927,3.624548322619874,harsh,Dell,397.1177815095912,32
smartphone,8.395044154047323,5.766533044925489,0.014427319184815728,9.438855909975857,3.7236212486749376,optimal,Apple,426.30310619027375,24
smartphone,6.526716185146464,4.264852256920394,2.031233864848478,49.76593275392458,3.4990065846763647,moderate,Sony,154.76092614182988,22
